Numero OI;Tipo Plano;Latitude;Longitude;Barramento;APP
1591_2024_JPC-01J3_T_1;Vegetação;-5,93167;-35,2729;J00659;
1591_2024_JPC-01J3_T_1;Vegetação;-5,92943;-35,2741;J00686;
1591_2024_JPC-01J3_T_1;Vegetação;-5,92963;-35,2745;J00687;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93005;-35,2743;J00694;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93037;-35,2738;J00699;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93;-35,2721;P00004;
1591_2024_JPC-01J3_T_1;Vegetação;-5,92961;-35,272;P00005;
1591_2024_JPC-01J3_T_1;Vegetação;-5,92724;-35,2681;J00480;
1591_2024_JPC-01J3_T_1;Vegetação;-5,94175;-35,2712;L01886;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93385;-35,268;N47901;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93057;-35,2723;P00002;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93401;-35,2686;P01372;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93486;-35,2708;P01376;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93091;-35,2712;R81069;
1591_2024_JPC-01J3_T_1;Vegetação;-5,94134;-35,2712;U47811;
1591_2024_JPC-01J3_T_1;Vegetação;-5,94095;-35,2713;U47812;
1591_2024_JPC-01J3_T_1;Vegetação;-5,94011;-35,2713;U47814;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93796;-35,2714;U47820A;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93656;-35,2713;U47825;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93612;-35,2713;U47827;
1591_2024_JPC-01J3_T_1;Vegetação;-5,9306;-35,2711;U47838;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93028;-35,271;U47839;
1591_2024_JPC-01J3_T_1;Vegetação;-5,92986;-35,2708;U47840;
160_2024_SJM-01Z3_T_1;Redes;-6,07492;-35,2445;P25362;
160_2024_SJM-01Z3_T_1;Redes;-6,07503;-35,2397;P25487;
160_2024_SJM-01Z3_T_1;Redes;-6,07449;-35,2383;P25497;
160_2024_SJM-01Z3_T_1;Redes;-6,07472;-35,2385;P25498;
1668_2024_LTS-01Y2_T_1;Vegetação;-6,03459;-35,1118;A12387;12331/2025
1668_2024_LTS-01Y2_T_1;Vegetação;-6,0371;-35,1141;A12402;
1668_2024_LTS-01Y2_T_1;Vegetação;-6,03678;-35,1137;A12408;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98946;-35,129;N10311;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98672;-35,1238;N32549;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98687;-35,1238;N56857;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98699;-35,1242;N56858;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,987;-35,1246;N56859;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98702;-35,1236;P22752;
1668_2024_LTS-01Y2_T_1;Vegetação;-6,01257;-35,1109;L82872;
1668_2024_LTS-01Y2_T_1;Vegetação;-6,00476;-35,1105;O17316;
1668_2024_LTS-01Y2_T_1;Vegetação;-6,01134;-35,1111;O35507;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98558;-35,1246;P21858;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,9891;-35,1299;P22729;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98775;-35,1272;P22743;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98732;-35,1268;P22744;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98685;-35,1264;P22745;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98642;-35,1259;P22746;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,98597;-35,1254;P22747;
1668_2024_LTS-01Y2_T_1;Vegetação;-5,99539;-35,1142;P22792;
1668_2024_LTS-01Y2_T_1;Vegetação;-6,01439;-35,1113;P22883;
1668_2024_LTS-01Y2_T_1;Vegetação;-6,01434;-35,1119;P22885;
1670_2024_LTS-01Y2_RL_3106368_T_1;Vegetação;-6,02049;-35,1099;P22900;
1670_2024_LTS-01Y2_RL_3106368_T_1;Vegetação;-6,03058;-35,1112;P22925;
1670_2024_LTS-01Y2_RL_3106368_T_1;Vegetação;-6,01822;-35,1094;T31690;
1670_2024_LTS-01Y2_RL_3106368_T_1;Vegetação;-6,02509;-35,1112;T69984;
1670_2024_LTS-01Y2_RL_3106368_T_1;Vegetação;-6,02522;-35,111;U65334;
1684_2024_PNA-01P4_T_2;Vegetação;-5,88725;-35,231;F3507;
1684_2024_PNA-01P4_T_2;Vegetação;-5,88986;-35,2317;F5268;11652/2025
1684_2024_PNA-01P4_T_2;Vegetação;-5,88906;-35,2309;F5273;
1684_2024_PNA-01P4_T_2;Vegetação;-5,88871;-35,2308;F5274;
1684_2024_PNA-01P4_T_2;Vegetação;-5,88832;-35,2307;F5275;
1684_2024_PNA-01P4_T_2;Vegetação;-5,88696;-35,2316;F5286;
1685_2024_PNA-01P4_T_3;Vegetação;-5,89096;-35,2401;F3519;
1685_2024_PNA-01P4_T_3;Vegetação;-5,8913;-35,2402;F3520;
1685_2024_PNA-01P4_T_3;Vegetação;-5,89071;-35,2394;F3526;
1685_2024_PNA-01P4_T_3;Vegetação;-5,89197;-35,2403;F3522;11651/2025
1685_2024_PNA-01P4_T_3;Vegetação;-5,89071;-35,2394;F3526;
1685_2024_PNA-01P4_T_3;Vegetação;-5,89325;-35,2396;M26624;
1685_2024_PNA-01P4_T_3;Vegetação;-5,89332;-35,2384;N06654;
1685_2024_PNA-01P4_T_3;Vegetação;-5,89239;-35,2389;N10133;
1686_2024_PNA-01P4_T_4;Vegetação;-5,88575;-35,2267;F3473;
1686_2024_PNA-01P4_T_4;Vegetação;-5,886;-35,2267;F3475;
1686_2024_PNA-01P4_T_4;Vegetação;-5,88704;-35,2271;F3478;
1686_2024_PNA-01P4_T_4;Vegetação;-5,88808;-35,2274;F3481;
1686_2024_PNA-01P4_T_4;Vegetação;-5,88875;-35,2276;F3483;
1686_2024_PNA-01P4_T_4;Vegetação;-5,88908;-35,2277;F3484;
1686_2024_PNA-01P4_T_4;Vegetação;-5,89228;-35,2288;F3502;
1686_2024_PNA-01P4_T_4;Vegetação;-5,8867;-35,227;F3477;11650/2025
1686_2024_PNA-01P4_T_4;Vegetação;-5,89148;-35,2295;DA04178;
1686_2024_PNA-01P4_T_4;Vegetação;-5,89177;-35,2296;DA04183;
1686_2024_PNA-01P4_T_4;Vegetação;-5,89161;-35,2292;F5305;
1686_2024_PNA-01P4_T_4;Vegetação;-5,89195;-35,2293;F5309;
1686_2024_PNA-01P4_T_4;Vegetação;-5,89229;-35,2294;F5312;
1686_2024_PNA-01P4_T_4;Vegetação;-5,8938;-35,2375;P10953;
1686_2024_PNA-01P4_T_4;Vegetação;-5,89509;-35,237;P10960;
1686_2024_PNA-01P4_T_4;Vegetação;-5,89663;-35,238;P10967;
1686_2024_PNA-01P4_T_4;Vegetação;-5,88973;-35,2308;T89540;
1686_2024_PNA-01P4_T_4;Vegetação;-5,89835;-35,2307;U31101;
1686_2024_PNA-01P4_T_4;Vegetação;-5,89045;-35,231;U56249;
1687_2024_PNA-01P2_T_1;Vegetação;-5,8887;-35,2443;F3134;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88895;-35,2477;F3195;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88476;-35,2445;F3215;
1687_2024_PNA-01P2_T_1;Vegetação;-5,8844;-35,2478;F3223;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88908;-35,2555;F3343;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88552;-35,2553;F3346;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88406;-35,2415;G6193;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88827;-35,2476;F3197;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88213;-35,2498;F3259;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88223;-35,2504;F3261;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88223;-35,2504;F3261;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88201;-35,2511;F3264;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88064;-35,2526;F3277;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88193;-35,2549;F3350;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88218;-35,2542;F3369;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88132;-35,2542;F5345;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88063;-35,2546;F5350;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88125;-35,2538;F5355;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88112;-35,2531;F5363;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88105;-35,2525;F5365;
1687_2024_PNA-01P2_T_1;Vegetação;-5,8684;-35,2419;G5933;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88347;-35,2388;G5966;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88347;-35,2388;G5966;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88355;-35,2394;G5968;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88364;-35,2397;G5969;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88372;-35,2401;G5970;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88267;-35,241;G6197;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88331;-35,2391;G6204;
1687_2024_PNA-01P2_T_1;Vegetação;-5,8847;-35,2424;G8348;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88551;-35,242;G8352;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88504;-35,2416;G8354;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88438;-35,2416;G8356;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88518;-35,2438;G8362;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88416;-35,2444;G8373;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88366;-35,2452;G8383;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88374;-35,2456;G8384;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88372;-35,2457;G8386;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88379;-35,2459;G8389;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88393;-35,2466;G8396;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88388;-35,2425;G9180;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88536;-35,2466;G8402;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88574;-35,2467;G8403;
1687_2024_PNA-01P2_T_1;Vegetação;-5,8823;-35,2519;G8441;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88472;-35,2505;G8864;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88366;-35,2509;G8872;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88352;-35,25;G8879;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88272;-35,2512;G8899;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88931;-35,2478;G9266;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88212;-35,2504;G8904;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87721;-35,2535;G89240;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87753;-35,2537;G8925;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88036;-35,2535;G8960;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88297;-35,2454;GD1003;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88027;-35,2538;G8963;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88004;-35,2545;G8967;
1687_2024_PNA-01P2_T_1;Vegetação;-5,8797;-35,2544;G8968;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87813;-35,2506;G9002;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88609;-35,245;G9194;
1687_2024_PNA-01P2_T_1;Vegetação;-5,8826;-35,2477;G9205;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88302;-35,2484;G9232;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88674;-35,2482;G9254;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88745;-35,2483;G9259;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88655;-35,2472;G9264;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88383;-35,2499;GD1942;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88056;-35,2529;GD3655;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87735;-35,2527;K06511;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87735;-35,2495;K06538;
1687_2024_PNA-01P2_T_1;Vegetação;-5,881;-35,2532;M83248;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88045;-35,2532;MG3655;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87676;-35,2549;N00774;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87585;-35,2555;N45799;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87558;-35,2555;N45800;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87536;-35,2545;N58198;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87527;-35,2548;PY11893;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87514;-35,2551;PY11894;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88779;-35,2495;R06270;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88337;-35,2491;R38207;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87606;-35,2524;R53405;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88881;-35,2495;R73542;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88115;-35,254;R88459;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88298;-35,2412;T68443;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88454;-35,2445;U67684;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88223;-35,2498;L17706;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87049;-35,2435;L46094;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87049;-35,2435;L46094;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87119;-35,2438;L46096;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87648;-35,2437;L46109;
1687_2024_PNA-01P2_T_1;Vegetação;-5,89057;-35,2556;L57672;
1687_2024_PNA-01P2_T_1;Vegetação;-5,89067;-35,254;L57682;
1687_2024_PNA-01P2_T_1;Vegetação;-5,86783;-35,2409;L57871;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87826;-35,2425;L65006;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88913;-35,2464;M24121;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88236;-35,2533;MG3122;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88061;-35,2491;O02737;
1687_2024_PNA-01P2_T_1;Vegetação;-5,8844;-35,2425;O16917;
1687_2024_PNA-01P2_T_1;Vegetação;-5,88113;-35,2548;T51051;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87501;-35,2559;T51065;
1687_2024_PNA-01P2_T_1;Vegetação;-5,87451;-35,2559;T51066;
171_2024_SJM-01Z5_T_1;Redes;-6,06721;-35,3289;P26885;
171_2024_SJM-01Z5_T_1;Redes;-6,06711;-35,3293;P26888;
171_2024_SJM-01Z5_T_1;Redes;-6,06827;-35,3319;P29068;
172_2024_SJM-01Z5_T_2;Redes;-6,06187;-35,3413;P29135;
172_2024_SJM-01Z5_T_2;Redes;-6,06233;-35,3415;P29136;
172_2024_SJM-01Z5_T_2;Redes;-6,06381;-35,3422;P29139;
172_2024_SJM-01Z5_T_2;Redes;-6,06478;-35,3427;P29141;11586/2025
172_2024_SJM-01Z5_T_2;Redes;-6,06043;-35,3406;R68564;
172_2024_SJM-01Z5_T_2;Redes;-6,06211;-35,3414;R87064;
173_2024_SJM-01Z5_T_3;Redes;-6,06733;-35,3311;P29072;
173_2024_SJM-01Z5_T_3;Redes;-6,06753;-35,3305;P29074;
173_2024_SJM-01Z5_T_3;Redes;-6,06764;-35,3302;P29075;
173_2024_SJM-01Z5_T_3;Redes;-6,06777;-35,3299;P29076;
173_2024_SJM-01Z5_T_3;Redes;-6,06792;-35,3295;P29077;11589/2025
173_2024_SJM-01Z5_T_3;Redes;-6,06803;-35,3293;P29078;
173_2024_SJM-01Z5_T_3;Redes;-6,06812;-35,329;P29079;
173_2024_SJM-01Z5_T_3;Redes;-6,06816;-35,3288;P29080;
173_2024_SJM-01Z5_T_3;Redes;-6,06818;-35,3287;P29081;
173_2024_SJM-01Z5_T_3;Redes;-6,06817;-35,3269;P29086;
173_2024_SJM-01Z5_T_3;Redes;-6,06819;-35,3265;P29087;
174_2024_SJM-01Z5_T_4;Redes;-6,07134;-35,3335;A13372;
174_2024_SJM-01Z5_T_4;Redes;-6,07138;-35,3319;R65640;
174_2024_SJM-01Z5_T_4;Redes;-6,07121;-35,3317;R65641;
174_2024_SJM-01Z5_T_4;Redes;-6,07122;-35,3314;R65642;
174_2024_SJM-01Z5_T_4;Redes;-6,0713;-35,331;R65643;
175_2024_SJM-01Z5_T_5;Redes;-6,07026;-35,324;M53989;
175_2024_SJM-01Z5_T_5;Redes;-6,07064;-35,3249;M53990;
175_2024_SJM-01Z5_T_5;Redes;-6,0708;-35,3253;M53991;
175_2024_SJM-01Z5_T_5;Redes;-6,07474;-35,3259;N78885;
175_2024_SJM-01Z5_T_5;Redes;-6,07469;-35,3252;N93916;
175_2024_SJM-01Z5_T_5;Redes;-6,07105;-35,3235;P29092;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97047;-35,1367;B13544;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97576;-35,1278;B13197;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97521;-35,1308;B13228;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97522;-35,1311;B13232;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97537;-35,1295;B13240;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97477;-35,129;B13257;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97474;-35,1308;B13262;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97386;-35,131;B13268;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97439;-35,1315;B13271;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97439;-35,1315;B13271;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97369;-35,1313;B13288;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97189;-35,1324;B13326;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97141;-35,1329;B13334;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96074;-35,1485;B13636;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96167;-35,1478;B13640;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95911;-35,15;B13644;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95928;-35,1502;B13648;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95928;-35,1502;B13648;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95876;-35,1508;B13650;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97447;-35,1304;M31140;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97129;-35,1374;N16498;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97189;-35,1378;N16500;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97447;-35,1328;N26093;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97382;-35,1334;O28146;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97337;-35,1329;O29284;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95957;-35,1495;P25133;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95984;-35,1493;P25134;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95923;-35,1493;P25146;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97544;-35,1332;T24801;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97564;-35,1339;T24804;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96962;-35,1359;U59334;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,97501;-35,1284;P21985;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,9723;-35,1328;P25003;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96212;-35,1474;P25114;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96059;-35,1482;P25126;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96036;-35,1484;P25127;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96013;-35,1486;P25128;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95869;-35,1499;P25149;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95819;-35,1506;P25195;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,95831;-35,151;P25196;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96629;-35,1423;U67307A;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96607;-35,1427;U67308;
1792_2024_LTS-01Y4_RL_3111461_T_1;Vegetação;-5,96684;-35,1412;U67312;
1793_2024_LTS-01Y4_RL_3111461_T_2;Vegetação;-5,97685;-35,1262;P21966;
1793_2024_LTS-01Y4_RL_3111461_T_2;Vegetação;-5,97784;-35,1277;T40956;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94617;-35,2756;GD2934;
1802_2024_JPC-01J2_T_1;Vegetação;-5,9405;-35,2791;B10771;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94117;-35,2791;B10783;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93227;-35,2814;J01037;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93188;-35,2793;J01042;
1802_2024_JPC-01J2_T_1;Vegetação;-5,92786;-35,2818;J01067;
1802_2024_JPC-01J2_T_1;Vegetação;-5,92673;-35,2816;J01130;
1802_2024_JPC-01J2_T_1;Vegetação;-5,92677;-35,2822;J01132;
1802_2024_JPC-01J2_T_1;Vegetação;-5,92561;-35,2817;J01139;
1802_2024_JPC-01J2_T_1;Vegetação;-5,92378;-35,2805;J01189;
1802_2024_JPC-01J2_T_1;Vegetação;-5,92417;-35,282;J01193;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93705;-35,2821;M06068;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94092;-35,2825;M26725;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94155;-35,2822;M26730;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94338;-35,2752;M45181;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94318;-35,2752;M45182;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94346;-35,2755;M45186;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94385;-35,2759;M45198;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94045;-35,2864;M92211;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94048;-35,2867;M92212;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94094;-35,2856;M92216;
1802_2024_JPC-01J2_T_1;Vegetação;-5,9435;-35,2805;N00757;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93507;-35,2779;N00860;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93507;-35,2779;N00860;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93688;-35,28;N00867;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93694;-35,2806;N00880;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93698;-35,2813;N00895;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93682;-35,2746;N00930;
1802_2024_JPC-01J2_T_1;Vegetação;-5,935;-35,2753;N00936;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93644;-35,2764;N00940;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93635;-35,2817;N00947;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93652;-35,2753;N00954;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93676;-35,2752;N00956;
1802_2024_JPC-01J2_T_1;Vegetação;-5,9364;-35,2752;N00962;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93519;-35,2778;N00963;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93579;-35,2766;N00986;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93577;-35,277;N00990;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93381;-35,2774;N00993;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94468;-35,2803;N31186;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93878;-35,2858;N51127;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93892;-35,2864;N51131;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93883;-35,2865;N51132;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94663;-35,2797;N51200;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93442;-35,2791;R83211;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94154;-35,2856;R86275;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94416;-35,2751;T22103;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93904;-35,2836;T42704;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93691;-35,2806;U30075;
1802_2024_JPC-01J2_T_1;Vegetação;-5,92448;-35,2836;U30388;
1802_2024_JPC-01J2_T_1;Vegetação;-5,92473;-35,2846;X03917;
1802_2024_JPC-01J2_T_1;Vegetação;-5,9428;-35,28;L28360;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94478;-35,2799;N00818;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93622;-35,28;N00862;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93572;-35,2777;N00998;
1802_2024_JPC-01J2_T_1;Vegetação;-5,9451;-35,2799;N12552;
1802_2024_JPC-01J2_T_1;Vegetação;-5,92711;-35,2835;P00125;
1802_2024_JPC-01J2_T_1;Vegetação;-5,93396;-35,2804;P09539;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94133;-35,2801;P18110;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94309;-35,2737;U30120;
1802_2024_JPC-01J2_T_1;Vegetação;-5,94308;-35,2721;U30125;
1803_2024_JPC-01J2_T_2;Vegetação;-5,92973;-35,2839;J01316;
1803_2024_JPC-01J2_T_2;Vegetação;-5,92948;-35,2908;J01777;
1803_2024_JPC-01J2_T_2;Vegetação;-5,92881;-35,2911;J01779;
1803_2024_JPC-01J2_T_2;Vegetação;-5,92849;-35,2913;J01780;
1803_2024_JPC-01J2_T_2;Vegetação;-5,93206;-35,2904;J01815;
1803_2024_JPC-01J2_T_2;Vegetação;-5,93182;-35,2906;J01816;
1803_2024_JPC-01J2_T_2;Vegetação;-5,93152;-35,2907;J01819;
1803_2024_JPC-01J2_T_2;Vegetação;-5,93539;-35,2913;J01861;
1803_2024_JPC-01J2_T_2;Vegetação;-5,93777;-35,3106;M87325;
1803_2024_JPC-01J2_T_2;Vegetação;-5,93411;-35,2939;O42072A;
